movie_title,release_date,MovieSuccessLevel,director,director_pop,ActorsAvg,_is_G,_is_Not Rated,_is_PG,_is_PG-13,_is_R,_is_Action,_is_Adventure,_is_Black Comedy,_is_Comedy,_is_Concert/Performance,_is_Documentary,_is_Drama,_is_Horror,_is_Musical,_is_Romantic Comedy,_is_Thriller/Suspense,_is_Western,IsAnimation
Tarzan,1999.454795,A,Kevin Lima,2.904,7.0514,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Royal Tenenbaums,2001.942466,B,Wes Anderson,8.694,5.509169281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
James and the Giant Peach,1996.279452,C,Henry Selick,0.716,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mystery, Alaska",1999.742466,D,Jay Roach,4.81,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Last Dance,1996.336986,D,Bruce Beresford,0.656,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
My Science Project,1985.6,D,Jonathan R. Betuel,0.6,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Homeward Bound II: Lost in San FrancÃ¢ÂÂ¦,1996.186301,C,,3.314126411,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Muppets,2011.884932,B,James Bobin,1.478,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turner & Hooch,1989.569863,B,Roger Spottiswoode,2.476,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oceans,2010.306849,C,Jacques Perrin,2.485,5.509169281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
It's Pat,1994.646575,D,Adam Bernstein,2.645,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Finest Hours,2016.079452,C,Craig Gillespie,2.473,5.509169281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shoot to Kill,1988.115068,C,Roger Spottiswoode,2.476,5.509169281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hannah Montana the Movie,2009.273973,B,Peter Chelsom,0.84,5.509169281,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
First Kid,1996.657534,C,David M. Evans,1.22,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Consenting Adults,1992.783562,C,Alan J. Pakula,3.93,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Dan in Real Life,2007.794521,C,Peter Hedges,1.4,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sorority Boys,2002.224658,D,Wallace Wolodarsky,5.308,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Simon Birch,1998.687671,C,Mark Steven Johnson,1.984,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
In the Army Now,1994.608219,C,Daniel Petrie Jr.,1.755,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bad Company,2002.430137,C,Joel Schumacher,3.202,5.509169281,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wreck-It Ralph,2012.827397,A,Rich Moore,3.314126411,4.773761905,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Iron Man 3,2013.336986,A,Shane Black,6.832,5.509169281,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella,1950.123288,S,Hamilton Luske,2.323,3.542566667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
One Magic Christmas,1985.882192,C,Phillip Borsos,0.828,5.509169281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beverly Hills Chihuahua,2008.747945,B,Raja Gosnell,3.865,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WALL-E,2008.484932,A,Andrew Stanton,6.106,5.509169281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aladdin,1992.852055,A,Timothy Forder,0.6,7.428285714,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Casanova,2005.972603,D,Lasse HallstrÃÂ¶m,1.688,5.509169281,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Thor: The Dark World,2013.843836,A,Alan Taylor,2.007,5.509169281,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monkey Kingdom,2015.293151,D,Alastair Fothergill,1.094,5.509169281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ernest Saves Christmas,1988.852055,C,John R. Cherry III,1.676,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hannah Montana/Miley Cyrus: Best of BÃ¢ÂÂ¦,2008.084932,B,,3.314126411,5.509169281,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Saving Mr. Banks,2013.939726,B,John Lee Hancock,5.916,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Aristocats,1970.312329,A,Wolfgang Reitherman,3.314126411,2.8325,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Calendar Girls,2003.956164,C,Nigel Cole,1.708,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Unstrung Heroes,1995.69863,D,Diane Keaton,14.524,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Three Fugitives,1989.073973,B,Francis Veber,2.023,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tomorrowland,2015.389041,B,Brad Bird,9.443,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Village,2004.575342,B,M. Night Shyamalan,8.849,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Alexander and the Terrible, Horrible,Ã¢ÂÂ¦",2014.767123,C,Miguel Arteta,2.284,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arachnophobia,1990.542466,B,Frank Marshall,3.398,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lincoln,2012.846575,B,Steven Spielberg,20.495,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Horse Whisperer,1998.369863,B,Robert Redford,9.124,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Muppets Most Wanted,2014.221918,C,James Bobin,1.478,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fantasia 2000 (IMAX),2000.00274,B,,3.314126411,5.509169281,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Spaced Invaders,1990.320548,C,Patrick Read Johnson,1.376,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Just Visiting,2001.263014,D,Jean-Marie PoirÃÂ©,0.991,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Holes,2003.29589,B,Andrew Davis,4.503,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Last Shot,2004.723288,D,Jeff Nathanson,2.583,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Jungle Book,1967.789041,S,Wolfgang Reitherman,2.833,5.509169281,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Meet the Robinsons,2007.246575,B,Stephen J. Anderson,2.676,5.603875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dead Poets Society,1989.416438,A,Peter Weir,2.235,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Avengers: Age of Ultron,2015.331507,A,Joss Whedon,5.923,5.509169281,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Man of the House,1995.172603,B,James Orr,1.033,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bears,2014.29589,D,Alastair Fothergill,1.094,5.509169281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Passed Away,1992.312329,D,Charlie Peters,0.6,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN's Ultimate X - The Movie,2002.356164,D,,3.314126411,5.509169281,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Atlantis: The Lost Empire,2001.432877,B,Gary Trousdale,3.308,6.005153846,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ernest Goes to Camp,1987.389041,C,John R. Cherry III,1.676,5.509169281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Teacher's Pet: The Movie,2004.043836,D,,3.314126411,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Spy Hard,1996.394521,C,Rick Friedberg,0.656,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Snow Dogs,2002.049315,B,Brian Levant,2.073,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Frankenweenie,2012.753425,C,Tim Burton,10.14,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tuck Everlasting,2002.769863,C,Jay Russell,0.667,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hauru no ugoku shiro,2005.438356,D,Hayao Miyazaki,11.849,5.509169281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gedo Senki (Tales from Earthsea),2010.610959,D,,3.314126411,5.509169281,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Return to Oz,1985.468493,C,Walter Murch,3.113,5.509169281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Disney's A Christmas Carol,2009.838356,B,Robert Zemeckis,8.964,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Prefontaine,1997.065753,D,Steve James,0.6,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beaches,1988.961644,B,Garry Marshall,3.741,5.509169281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101 Dalmatians,1961.068493,S,Hamilton Luske,2.323,5.509169281,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last Song,2010.249315,C,Julie Anne Robinson,1.543,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Father Hood,1993.649315,D,Darrell James Roodt,0.6,5.509169281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Encino Man,1992.389041,B,Les Mayfield,2.115,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sweet Home Alabama,2002.731507,B,Andy Tennant,1.327,5.509169281,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Play it to the Bone,1999.969863,D,Ron Shelton,2.801,5.509169281,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Odd Life of Timothy Green,2012.616438,C,Peter Hedges,1.4,5.509169281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Honey I Blew Up the Kid,1992.539726,B,Randal Kleiser,1.4,5.509169281,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hercules,1997.446575,B,Ron Clements,2.792,5.879659091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
