title,release_date,revenue,director,CharactersCount,DirectorPop,IsAnimation,ActorsAvg,_is_G,_is_Not Rated,_is_PG,_is_PG-13,_is_R,_is_Action,_is_Adventure,_is_Black Comedy,_is_Comedy,_is_Concert/Performance,_is_Documentary,_is_Drama,_is_Horror,_is_Musical,_is_Romantic Comedy,_is_Thriller/Suspense,_is_Western
Zokkomon,2011.306849,2984,Satyajit Bhatkal,12.342105263157896,0.728,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gross Anatomy,1989.794521,23972012,Thom Eberhardt,12.342105263157896,1.454,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Incredibles,2004.835616,354488708,Brad Bird,12.342105263157896,11.798,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Frank McKlusky C.I.,2002.00274,0,Arlene Sanford,12.342105263157896,2.586,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taking Care of Business,1990.621918,39963460,Arthur Hiller,12.342105263157896,3.683,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tim Burton's The Nightmare Before ChrÃÂ¢ÃÂÃÂ¦,2006.794521,30737517,Henry Selick,12.342105263157896,2.842,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cocktail,1988.572603,160442289,Roger Donaldson,12.342105263157896,2.601,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gun Shy,2000.093151,2562155,Eric Blakeney,12.342105263157896,0.6,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mr. Destiny,1990.772603,30722056,James Orr,12.342105263157896,2.391,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Herbie Goes to Monte Carlo,1977.476712,105847527,Vincent McEveety,12.342105263157896,5.6,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evita,1996.972603,92077628,Alan Parker,12.342105263157896,4.116,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dark Water,2005.515068,33500491,Walter Salles,12.342105263157896,4.081,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Piglet's Big Movie,2003.221918,32298812,Francis Glebas,12.342105263157896,3.065,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kazaam,1996.539726,36009655,Paul Michael Glaser,12.342105263157896,4.305,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DÃÂÃÂ©jÃÂÃÂ  Vu,2006.882192,82267038,Tony Scott,12.342105263157896,5.527,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Waking Sleeping Beauty,2010.235616,86264,Don Hahn,12.342105263157896,1.4,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Count of Monte Cristo,2002.068493,78682079,Kevin Reynolds,12.342105263157896,3.504,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Program,1993.723288,46919256,David S. Ward,12.342105263157896,3.261,0,6.778963749000002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
When in Rome,2010.079452,34917330,Mark Steven Johnson,12.342105263157896,4.096,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Born Yesterday,1993.235616,36165012,Luis Mandoki,12.342105263157896,1.4,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Alamo,2004.271233,30416359,John Lee Hancock,12.342105263157896,6.387,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mad Love,1995.4,29934306,Antonia Bird,12.342105263157896,2.599,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Armageddon,1998.49589,362324957,Michael Bay,12.342105263157896,11.936,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Air Bud,1997.578082,45266588,Charles Martin Smith,12.342105263157896,9.369,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fire Birds,1990.394521,29485923,David Green,12.342105263157896,0.6,0,6.778963749000002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Black Cauldron,1985.558904,50553142,Ted Berman,13.0,2.569,1,4.319769231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oz the Great and Powerful,2013.186301,243434130,Sam Raimi,12.342105263157896,8.064,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Two Much,1996.205479,2057055,Fernando Trueba,12.342105263157896,1.166,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
102 Dalmatians,2000.882192,104055039,Kevin Lima,12.342105263157896,1.98,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Pacifier,2005.175342,148619029,Adam Shankman,12.342105263157896,3.366,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Prom,2011.326027,10768946,Joe Nussbaum,12.342105263157896,6.253,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Un indien dans la ville,1996.224658,1963937,HervÃÂ© Palud,12.342105263157896,0.98,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annapolis,2006.073973,22044113,Justin Lin,12.342105263157896,8.882,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Country Bears,2002.564384,24650121,Peter Hastings,4.0,1.423,1,11.95075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Planes: Fire and Rescue,2014.542466,61040349,Roberts Gannaway,12.342105263157896,2.878,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tin Men,1987.180822,54787202,Barry Levinson,12.342105263157896,4.682,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Renaissance Man,1994.419178,49945474,Penny Marshall,12.342105263157896,2.772,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Playing God,1997.786301,7652965,Andy Wilson,12.342105263157896,1.38,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Phenomenon,1996.506849,199559799,Jon Turteltaub,12.342105263157896,5.327,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gnomeo and Juliet,2011.112329,106270797,Kelly Asbury,12.342105263157896,7.795,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Color of Money,1986.786301,117957323,Martin Scorsese,12.342105263157896,13.891,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Blackbeard's Ghost,1968.10411,138612686,Robert Stevenson,12.342105263157896,6.191,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ernest Scared Stupid,1991.769863,28320147,John R. Cherry III,12.342105263157896,1.48,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Emperor's New Groove,2000.945205,136789252,Mark Dindal,8.0,2.026,1,10.868375,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Double Take,2001.032877,44418589,George Gallo,12.342105263157896,5.445,0,6.778963749000002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Rocket Man,1997.767123,28371890,Stuart Gillard,12.342105263157896,3.466,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mulan,1998.463014,216807832,Barry Cook,16.0,1.4,1,7.517466667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Song of the South,1946.854795,1078510579,Wilfred Jackson,3.0,6.437,1,3.119333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Black Hole,1979.961644,120377374,Gary Nelson,12.342105263157896,1.674,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raising Helen,2004.405479,50886144,Garry Marshall,12.342105263157896,5.471,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
A Gun in Betty Lou's Handbag,1992.632877,7295423,Allan Moyle,12.342105263157896,2.221,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Air Up There,1994.019178,42940186,Paul Michael Glaser,12.342105263157896,4.305,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roommates,1995.172603,23404369,Peter Yates,12.342105263157896,1.938,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Morning Light,2008.786301,322979,Mark Monroe,12.342105263157896,1.692,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Valiant,2005.627397,25616292,Gary Chapman,12.342105263157896,0.6,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Down and Out in Beverly Hills,1986.084932,141183693,Paul Mazursky,12.342105263157896,3.252,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tarzan,1999.454795,283900254,Chris Buck,10.0,2.027,1,7.9746,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Royal Tenenbaums,2001.942466,76758193,Wes Anderson,12.342105263157896,8.573,0,6.778963749000002,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
James and the Giant Peach,1996.279452,55159783,Henry Selick,12.342105263157896,2.842,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mystery, Alaska",1999.742466,14755189,Jay Roach,12.342105263157896,6.67,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Last Dance,1996.336986,11171714,Bruce Beresford,12.342105263157896,2.605,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
My Science Project,1985.6,9736051,Jonathan R. Betuel,12.342105263157896,0.98,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Homeward Bound II: Lost in San FrancÃÂ¢ÃÂÃÂ¦,1996.186301,62384706,David R. Ellis,12.342105263157896,3.196,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Muppets,2011.884932,94189503,James Bobin,12.342105263157896,3.755,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Turner & Hooch,1989.569863,150176361,Roger Spottiswoode,12.342105263157896,3.486,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oceans,2010.306849,20751600,Jacques Perrin,12.342105263157896,4.835,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
It's Pat,1994.646575,125666,Adam Bernstein,12.342105263157896,3.002,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Finest Hours,2016.079452,27569558,Craig Gillespie,12.342105263157896,3.777,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shoot to Kill,1988.115068,60097074,Roger Spottiswoode,12.342105263157896,3.486,0,6.778963749000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hannah Montana the Movie,2009.273973,89443640,Peter Chelsom,12.342105263157896,1.96,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
First Kid,1996.657534,50465108,David M. Evans,12.342105263157896,3.326,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Consenting Adults,1992.783562,43859823,Alan J. Pakula,12.342105263157896,4.372,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dan in Real Life,2007.794521,58350234,Peter Hedges,12.342105263157896,1.616,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sorority Boys,2002.224658,14797862,Wallace Wolodarsky,12.342105263157896,5.908,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Simon Birch,1998.687671,32809442,Mark Steven Johnson,12.342105263157896,4.096,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In the Army Now,1994.608219,59673787,Daniel Petrie Jr.,12.342105263157896,1.834,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bad Company,2002.430137,43756218,Joel Schumacher,12.342105263157896,2.794,0,6.778963749000002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Wreck-It Ralph,2012.827397,200354959,Rich Moore,21.0,4.116,1,6.314571429,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iron Man 3,2013.336986,424084233,Shane Black,12.342105263157896,5.901,0,6.778963749000002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cinderella,1950.123288,920608730,Wilfred Jackson,15.0,6.437,1,4.3458,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One Magic Christmas,1985.882192,31415432,Phillip Borsos,12.342105263157896,1.4,0,6.778963749000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beverly Hills Chihuahua,2008.747945,110932022,Raja Gosnell,12.342105263157896,10.047,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WALL-E,2008.484932,262771918,Andrew Stanton,12.342105263157896,6.336,0,6.778963749000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aladdin,1992.852055,441969178,Ron Clements,14.0,2.526,1,9.136464286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Casanova,2005.972603,14574087,Lasse HallstrÃÂÃÂ¶m,12.342105263157896,4.5799825327510915,0,6.778963749000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Thor: The Dark World,2013.843836,213962184,Alan Taylor,12.342105263157896,4.043,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Monkey Kingdom,2015.293151,16432322,Alastair Fothergill,12.342105263157896,2.158,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ernest Saves Christmas,1988.852055,57845202,John R. Cherry III,12.342105263157896,1.48,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hannah Montana/Miley Cyrus: Best of BÃÂ¢ÃÂÃÂ¦,2008.084932,76646993,Bruce Hendricks,12.342105263157896,1.293,0,6.778963749000002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Saving Mr. Banks,2013.939726,86249969,John Lee Hancock,12.342105263157896,6.387,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Aristocats,1970.312329,255161499,Wolfgang Reitherman,20.0,5.595,1,4.354,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Calendar Girls,2003.956164,42379650,Nigel Cole,12.342105263157896,2.167,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Unstrung Heroes,1995.69863,15365850,Diane Keaton,12.342105263157896,14.941,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Three Fugitives,1989.073973,85757817,Francis Veber,12.342105263157896,2.696,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tomorrowland,2015.389041,93436322,Brad Bird,12.342105263157896,11.798,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Village,2004.575342,155021748,M. Night Shyamalan,12.342105263157896,7.184,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Alexander and the Terrible, Horrible,ÃÂ¢ÃÂÃÂ¦",2014.767123,69055550,Miguel Arteta,12.342105263157896,2.388,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arachnophobia,1990.542466,106290270,Frank Marshall,12.342105263157896,3.076,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lincoln,2012.846575,192122330,Steven Spielberg,12.342105263157896,21.12,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Horse Whisperer,1998.369863,135497531,Robert Redford,12.342105263157896,14.904,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Muppets Most Wanted,2014.221918,52807594,James Bobin,12.342105263157896,3.755,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fantasia 2000 (IMAX),2000.00274,94852354,Don Hahn,12.342105263157896,1.4,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spaced Invaders,1990.320548,29964452,Patrick Read Johnson,12.342105263157896,3.436,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Just Visiting,2001.263014,7114869,Jean-Marie PoirÃÂÃÂ©,12.342105263157896,0.0,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Holes,2003.29589,94203395,Andrew Davis,12.342105263157896,5.167,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Last Shot,2004.723288,629502,Jeff Nathanson,12.342105263157896,3.933,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Jungle Book,1967.789041,789612346,Jon Favreau,12.342105263157896,22.431,0,6.778963749000002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Meet the Robinsons,2007.246575,119860589,Stephen J. Anderson,16.0,5.169,1,6.295375,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dead Poets Society,1989.416438,202531517,Peter Weir,12.342105263157896,3.431,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Avengers: Age of Ultron,2015.331507,459005868,Joss Whedon,12.342105263157896,10.768,0,6.778963749000002,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Man of the House,1995.172603,77573459,James Orr,12.342105263157896,2.391,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bears,2014.29589,18346024,Alastair Fothergill,12.342105263157896,2.158,0,6.778963749000002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Passed Away,1992.312329,8187848,Charlie Peters,12.342105263157896,2.612,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN's Ultimate X - The Movie,2002.356164,6089874,Bruce Hendricks,12.342105263157896,1.293,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Atlantis: The Lost Empire,2001.432877,125188122,Gary Trousdale,13.0,4.509,1,8.349692308,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ernest Goes to Camp,1987.389041,50686462,John R. Cherry III,12.342105263157896,1.48,0,6.778963749000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Teacher's Pet: The Movie,2004.043836,8812764,Timothy BjÃÂ¶rklund,12.342105263157896,1.116,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spy Hard,1996.394521,51373912,Rick Friedberg,12.342105263157896,0.6,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Snow Dogs,2002.049315,117745317,Brian Levant,12.342105263157896,4.179,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frankenweenie,2012.753425,37363513,Tim Burton,12.342105263157896,15.462,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tuck Everlasting,2002.769863,27789959,Jay Russell,12.342105263157896,3.066,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hauru no ugoku shiro,2005.438356,6194870,Hayao Miyazaki,12.342105263157896,9.373,0,6.778963749000002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gedo Senki (Tales from Earthsea),2010.610959,51988,Goro Miyazaki,12.342105263157896,3.366,0,6.778963749000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Return to Oz,1985.468493,25215934,Walter Murch,12.342105263157896,1.819,0,6.778963749000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Disney's A Christmas Carol,2009.838356,154927105,Robert Zemeckis,12.342105263157896,9.118,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prefontaine,1997.065753,1085093,Steve James,12.342105263157896,2.31,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Beaches,1988.961644,120381757,Garry Marshall,12.342105263157896,5.471,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
101 Dalmatians,1961.068493,1362870985,Stephen Herek,12.342105263157896,7.521,0,6.778963749000002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Last Song,2010.249315,67258772,Julie Anne Robinson,12.342105263157896,3.122,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Father Hood,1993.649315,6654819,Darrell James Roodt,12.342105263157896,2.051,0,6.778963749000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Encino Man,1992.389041,81369058,Les Mayfield,12.342105263157896,2.766,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sweet Home Alabama,2002.731507,184521151,Andy Tennant,12.342105263157896,1.499,0,6.778963749000002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Play it to the Bone,1999.969863,13180524,Ron Shelton,12.342105263157896,5.884,0,6.778963749000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Odd Life of Timothy Green,2012.616438,54914942,Peter Hedges,12.342105263157896,1.616,0,6.778963749000002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Honey I Blew Up the Kid,1992.539726,119162518,Randal Kleiser,12.342105263157896,2.951,0,6.778963749000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hercules,1997.446575,182029412,Ron Clements,22.0,2.526,1,7.349727273,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
