name,release_date,MovieSuccessLevel,director,rating_is_G,rating_is_Not Rated,rating_is_PG,rating_is_PG-13,rating_is_R,genre_is_Action,genre_is_Adventure,genre_is_Black Comedy,genre_is_Comedy,genre_is_Concert/Performance,genre_is_Documentary,genre_is_Drama,genre_is_Horror,genre_is_Musical,genre_is_Romantic Comedy,genre_is_Thriller/Suspense,genre_is_Western,month,day,season,is_animation
Wreck-It Ralph,2012.827397260274,A,3.104,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,4,1.0
Iron Man 3,2013.33698630137,A,4.971,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0.0
Cinderella,1950.123287671233,S,3.011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15,1,1.0
One Magic Christmas,1985.8821917808218,C,1.646,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,22,4,0.0
Beverly Hills Chihuahua,2008.7479452054795,B,7.649,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,4,0.0
WALL-E,2008.4849315068493,A,3.237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,27,2,0.0
Aladdin,1992.8520547945207,A,4.367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,4,1.0
Casanova,2005.972602739726,D,9.398,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,25,4,0.0
Thor: The Dark World,2013.8438356164384,A,4.734,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,8,4,0.0
Monkey Kingdom,2015.2931506849316,D,1.888,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,17,2,0.0
Ernest Saves Christmas,1988.8520547945207,C,1.887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,4,0.0
Hannah Montana/Miley Cyrus: Best of B…,2008.0849315068492,B,3.237,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0.0
Saving Mr. Banks,2013.9397260273972,B,10.261,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,13,4,0.0
The Aristocats,1970.3123287671233,A,4.607,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,24,2,1.0
Calendar Girls,2003.9561643835616,C,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,19,4,0.0
Unstrung Heroes,1995.6986301369864,D,19.769,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,15,3,0.0
Three Fugitives,1989.0739726027398,B,4.531,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,1,0.0
Tomorrowland,2015.3890410958904,B,12.541,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,22,2,0.0
The Village,2004.5753424657535,B,13.806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,30,3,0.0
"Alexander and the Terrible, Horrible,…",2014.7671232876712,C,2.223,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,0.0
Arachnophobia,1990.5424657534247,B,4.799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,18,3,0.0
Lincoln,2012.8465753424657,B,35.554,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,9,4,0.0
The Horse Whisperer,1998.3698630136987,B,14.97,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,15,2,0.0
Muppets Most Wanted,2014.2219178082191,C,3.603,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,21,1,0.0
Fantasia 2000 (IMAX),2000.0027397260274,B,3.237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.0
Spaced Invaders,1990.3205479452056,C,4.963,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,27,2,0.0
Just Visiting,2001.2630136986302,D,1.38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,2,0.0
Holes,2003.295890410959,B,2.549,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,18,2,0.0
The Last Shot,2004.7232876712328,D,1.882,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,24,3,0.0
The Jungle Book,1967.7890410958903,S,4.607,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,18,4,0.0
Meet the Robinsons,2007.2465753424658,B,2.437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,30,1,1.0
Dead Poets Society,1989.4164383561645,A,3.857,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,2,0.0
Avengers: Age of Ultron,2015.331506849315,A,9.807,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0.0
Man of the House,1995.172602739726,B,1.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0.0
Bears,2014.295890410959,D,1.888,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,18,2,0.0
Passed Away,1992.3123287671233,D,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,24,2,0.0
ESPN's Ultimate X - The Movie,2002.3561643835617,D,3.237,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,2,0.0
Atlantis: The Lost Empire,2001.4328767123288,B,2.157,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,2,1.0
Ernest Goes to Camp,1987.3890410958904,C,1.887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,22,2,0.0
Teacher's Pet: The Movie,2004.0438356164384,D,3.237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,0.0
Spy Hard,1996.3945205479451,C,0.605,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,24,2,0.0
Snow Dogs,2002.0493150684931,B,2.183,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,1,0.0
Frankenweenie,2012.7534246575342,C,11.267,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,4,0.0
Tuck Everlasting,2002.7698630136986,C,1.145,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,11,4,0.0
Hauru no ugoku shiro,2005.4383561643835,D,3.237,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,10,2,0.0
Gedo Senki (Tales from Earthsea),2010.6109589041096,D,3.237,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,13,3,0.0
Return to Oz,1985.468493150685,C,5.112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,21,2,0.0
Disney's A Christmas Carol,2009.8383561643836,B,3.237,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,6,4,0.0
Prefontaine,1997.0657534246575,D,0.84,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24,1,0.0
Beaches,1988.9616438356165,B,3.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,21,4,0.0
101 Dalmatians,1961.0684931506848,S,3.011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,1,0.0
The Last Song,2010.2493150684932,C,1.96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,31,1,0.0
Father Hood,1993.6493150684933,D,1.796,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,27,3,0.0
Encino Man,1992.3890410958904,B,4.007,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,22,2,0.0
Sweet Home Alabama,2002.731506849315,B,2.744,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,27,3,0.0
Play it to the Bone,1999.9698630136986,D,4.339,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,24,4,0.0
The Odd Life of Timothy Green,2012.6164383561643,C,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,15,3,0.0
Honey I Blew Up the Kid,1992.5397260273974,B,1.87,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,17,3,0.0
Hercules,1997.4465753424658,B,4.367,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,13,2,1.0
